input,output,instruction,text
Give me the list of containers created before 3e33ad9a0b2e.,docker ps --filter 'before=3e33ad9a0b2e',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Give me the list of containers created before 3e33ad9a0b2e.

### Response:
docker ps --filter 'before=3e33ad9a0b2e'</s>"
Display containers filtered by the Ubuntu ancestor.,docker ps --filter 'ancestor=ubuntu',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Display containers filtered by the Ubuntu ancestor.

### Response:
docker ps --filter 'ancestor=ubuntu'</s>"
"Display all Docker images, including the ones that are not active right now.",docker images --all,translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Display all Docker images, including the ones that are not active right now.

### Response:
docker images --all</s>"
Display all the available Docker images to me.,docker images,translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Display all the available Docker images to me.

### Response:
docker images</s>"
"Show me the repository, tag, and digest for all the images in the system.","docker images --digests --format ""{{.Repository}},{{.Tag}},{{.Digest}}""",translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Show me the repository, tag, and digest for all the images in the system.

### Response:
docker images --digests --format ""{{.Repository}},{{.Tag}},{{.Digest}}""</s>"
Please display the list of running containers along with their images.,docker ps --format '{{.ID}}: {{.Image}}',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Please display the list of running containers along with their images.

### Response:
docker ps --format '{{.ID}}: {{.Image}}'</s>"
List down the containers that have exited before 4f66ad9a0b2e.,docker ps -a --filter 'before=4f66ad9a0b2e' --filter 'status=exited',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
List down the containers that have exited before 4f66ad9a0b2e.

### Response:
docker ps -a --filter 'before=4f66ad9a0b2e' --filter 'status=exited'</s>"
"Docker, can you please show me all the Docker images? This should include the ones that are dangling. Additionally, provide their repository, tags, and IDs.","docker images -a --format ""{{.Repository}},{{.Tag}},{{.ID}}""",translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Docker, can you please show me all the Docker images? This should include the ones that are dangling. Additionally, provide their repository, tags, and IDs.

### Response:
docker images -a --format ""{{.Repository}},{{.Tag}},{{.ID}}""</s>"
Please provide the current tasks running in Docker.,docker ps --filter 'is-task=true',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Please provide the current tasks running in Docker.

### Response:
docker ps --filter 'is-task=true'</s>"
List all the running containers labeled as ACME from the ACME vendor.,docker ps -a --filter 'label=com.example.vendor=ACME' --filter 'status=running',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
List all the running containers labeled as ACME from the ACME vendor.

### Response:
docker ps -a --filter 'label=com.example.vendor=ACME' --filter 'status=running'</s>"
I would like to see the repositories and tags of your images.,"docker images --format ""{{.Repository}},{{.Tag}}""",translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
I would like to see the repositories and tags of your images.

### Response:
docker images --format ""{{.Repository}},{{.Tag}}""</s>"
Give me the details of containers that have exited with a code of 0.,docker ps --filter 'exited=0',translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Give me the details of containers that have exited with a code of 0.

### Response:
docker ps --filter 'exited=0'</s>"
Show me a full list of all running containers.,docker ps --no-trunc,translate this sentence in docker command,"You are an expert in Docker commands.

### Instruction:
translate this sentence in docker command

### Input:
Show me a full list of all running containers.

### Response:
docker ps --no-trunc</s>"
